   1.0000000e-02   1.2488510e-04  -1.5407351e-09   7.1573126e-02  -7.1634393e-07  -1.3791138e-06   5.4854077e-06  -6.7796419e-08   3.0993832e-09   1.9268510e-06  -7.6636205e-06   1.0000000e-01  -3.4181017e-18  -1.1038922e-04   4.3904853e-04  -1.3791130e-06   9.7472931e-06  -7.1574482e-02   1.1006113e-06   6.1832960e-05  -7.2237279e-04  -1.3791129e-06  -7.7098657e-06  -7.1570090e-02   2.2049729e-06   6.1832969e-05   2.7774714e-04
   4.0000000e-02   4.9981135e-04  -9.9731146e-08   7.1553702e-02  -1.1428305e-05  -5.5069786e-06   2.1954838e-05  -1.0845676e-06   4.9880336e-08   7.6957251e-06  -3.0654865e-05   1.0000000e-01  -3.4181017e-18  -4.4088779e-04   1.7562160e-03  -5.5069655e-06   3.9002349e-05  -7.1575391e-02   1.7577806e-05   2.4649821e-04  -2.8904543e-03  -5.5069656e-06  -3.0826286e-05  -7.1505113e-02   3.5220805e-05   2.4649822e-04   1.1100257e-03
   7.0000000e-02   8.7571267e-04  -5.3295002e-07   7.1511000e-02  -3.4776023e-05  -9.6007674e-06   3.8471653e-05  -3.3203054e-06   1.5470675e-07   1.3422615e-05  -5.3647337e-05   1.0000000e-01   0.0000000e+00  -7.6898110e-04   3.0734539e-03  -9.6006916e-06   6.8304678e-05  -7.1577375e-02   5.3616870e-05   4.2816858e-04  -5.0619915e-03  -9.6006915e-06  -5.3895433e-05  -7.1362142e-02   1.0746842e-04   4.2816865e-04   1.9388482e-03
   1.0000000e-01   1.2533186e-03  -1.5476817e-06   7.1445092e-02  -7.0270842e-05  -1.3635078e-05   5.5070798e-05  -6.7723832e-06   3.2183404e-07   1.9076260e-05  -7.6641394e-05   1.0000000e-01   0.0000000e+00  -1.0928782e-03   4.3907825e-03  -1.3634859e-05   9.7689147e-05  -7.1580403e-02   1.0874575e-04   6.0462151e-04  -7.2395344e-03  -1.3634858e-05  -7.6882440e-05  -7.1141138e-02   2.1808006e-04   6.0462191e-04   2.7616653e-03
   1.3000000e-01   1.6333569e-03  -3.3824658e-06   7.1356100e-02  -1.1716624e-04  -1.7584767e-05   7.1786257e-05  -1.1436691e-05   5.5773505e-07   2.4625777e-05  -9.9636484e-05   1.0000000e-01   3.4181017e-18  -1.4108098e-03   5.7081703e-03  -1.7584301e-05   1.2718963e-04  -7.1584434e-02   1.8224078e-04   7.7367332e-04  -9.4255649e-03  -1.7584301e-05  -9.9753429e-05  -7.0842057e-02   3.6572391e-04   7.7367342e-04   3.5759949e-03
   1.6000000e-01   2.0165510e-03  -6.2634519e-06   7.1244203e-02  -1.7446897e-04  -2.1425081e-05   8.8650666e-05  -1.7307576e-05   8.7096864e-07   3.0040835e-05  -1.2263077e-04   1.0000000e-01  -6.8362034e-18  -1.7210383e-03   7.0255124e-03  -2.1424209e-05   1.5683871e-04  -7.1589434e-02   2.7313415e-04   9.3319618e-04  -1.1622471e-02  -2.1424209e-05  -1.2247583e-04  -7.0464875e-02   5.4861729e-04   9.3319644e-04   4.3794485e-03
   1.9000000e-01   2.4036219e-03  -1.0403341e-05   7.1109652e-02  -2.4095400e-04  -2.5131794e-05   1.0569495e-04  -2.4377763e-05   1.2720056e-06   3.5291841e-05  -1.4562082e-04   1.0000000e-01  -6.8362034e-18  -2.0218682e-03   8.3426109e-03  -2.5130347e-05   1.8666718e-04  -7.1595387e-02   3.8022465e-04   1.0811360e-03  -1.3832522e-02  -2.5130347e-05  -1.4501883e-04  -7.0009617e-02   7.6454284e-04   1.0811360e-03   5.1697570e-03
   2.2000000e-01   2.7952842e-03  -1.5996856e-05   7.0952788e-02  -3.1518337e-04  -2.8681373e-05   1.2294801e-04  -3.2638269e-05   1.7730147e-06   4.0350141e-05  -1.6860122e-04   1.0000000e-01   6.8362034e-18  -2.3116580e-03   9.6591575e-03  -2.8679159e-05   2.1670392e-04  -7.1602313e-02   5.0209105e-04   1.2155303e-03  -1.6057848e-02  -2.8679157e-05  -1.6735357e-04  -6.9476396e-02   1.0108725e-03   1.2155319e-03   5.9447911e-03
   2.5000000e-01   3.1922535e-03  -2.3219122e-05   7.0774056e-02  -3.9552862e-04  -3.2051158e-05   1.4043641e-04  -4.2078316e-05   2.3876131e-06   4.5188235e-05  -1.9156440e-04   1.0000000e-01   0.0000000e+00  -2.5888323e-03   1.0974717e-02  -3.2047983e-05   2.4697532e-04  -7.1610294e-02   6.3710843e-04   1.3345267e-03  -1.8300423e-02  -3.2047982e-05  -1.8945365e-04  -6.8865450e-02   1.2845918e-03   1.3345280e-03   6.7025771e-03
   2.8000000e-01   3.5952389e-03  -3.2220859e-05   7.0574026e-02  -4.8019675e-04  -3.5219558e-05   1.5818418e-04  -5.2685236e-05   3.1305857e-06   4.9780017e-05  -2.1450033e-04   1.0000000e-01   0.0000000e+00  -2.8518953e-03   1.2288715e-02  -3.5215173e-05   2.7750531e-04  -7.1619490e-02   7.8346758e-04   1.4364012e-03  -2.0562049e-02  -3.5215171e-05  -2.1129514e-04  -6.8177189e-02   1.5823380e-03   1.4364023e-03   7.4413103e-03
   3.1000000e-01   4.0049489e-03  -4.3130557e-05   7.0353410e-02  -5.6725957e-04  -3.8166269e-05   1.7621257e-04  -6.4444401e-05   4.0175775e-06   5.4101019e-05  -2.3739636e-04   1.0000000e-01   0.0000000e+00  -3.0994453e-03   1.3600429e-02  -3.8160448e-05   3.0831507e-04  -7.1630169e-02   9.3919896e-04   1.5195771e-03  -2.2844351e-02  -3.8160447e-05  -2.3285685e-04  -6.7412245e-02   1.9004356e-03   1.5195776e-03   8.1593671e-03
   3.4000000e-01   4.4220940e-03  -5.6050581e-05   7.0113081e-02  -6.5468593e-04  -4.0872505e-05   1.9453998e-04  -7.7339151e-05   5.0647672e-06   5.8128676e-05  -2.6023715e-04   1.0000000e-01   6.8362034e-18  -3.3301896e-03   1.4908976e-02  -4.0865042e-05   3.3942282e-04  -7.1642721e-02   1.1021979e-03   1.5826425e-03  -2.5148773e-02  -4.0865046e-05  -2.5412058e-04  -6.6571515e-02   2.2349413e-03   1.5826392e-03   8.8553056e-03
   3.7000000e-01   4.8473763e-03  -7.1054264e-05   6.9854084e-02  -7.4037654e-04  -4.3321229e-05   2.1318188e-04  -9.1350761e-05   6.2885250e-06   6.1842606e-05  -2.8300453e-04   1.0000000e-01  -6.8362034e-18  -3.5429605e-03   1.6213319e-02  -4.3311875e-05   3.7084418e-04  -7.1657685e-02   1.2702541e-03   1.6243673e-03  -2.7476573e-02  -4.3311875e-05  -2.7507069e-04  -6.5656211e-02   2.5817062e-03   1.6243682e-03   9.5278673e-03
   4.0000000e-01   5.2815139e-03  -8.8189189e-05   6.9577651e-02  -8.2220088e-04  -4.5497391e-05   2.3215076e-04  -1.0645842e-04   7.7050642e-06   6.5224882e-05  -3.0567759e-04   1.0000000e-01   0.0000000e+00  -3.7367310e-03   1.7512258e-02  -4.5485902e-05   4.0259142e-04  -7.1675770e-02   1.4410825e-03   1.6437182e-03  -2.9828834e-02  -4.5485891e-05  -2.9569493e-04  -6.4667899e-02   2.9364141e-03   1.6437260e-03   1.0175968e-02
   4.3000000e-01   5.7252424e-03  -1.0747822e-04   6.9285210e-02  -8.9803549e-04  -4.7388152e-05   2.5145623e-04  -1.2263927e-04   9.3300916e-06   6.8260313e-05  -3.2823273e-04   1.0000000e-01   0.0000000e+00  -3.9106307e-03   1.8804441e-02  -4.7374355e-05   4.3467356e-04  -7.1697875e-02   1.6123581e-03   1.6398714e-03  -3.2206471e-02  -4.7374356e-05  -3.1598427e-04  -6.3608532e-02   3.2946424e-03   1.6398707e-03   1.0798689e-02
   4.6000000e-01   6.1792780e-03  -1.2891308e-04   6.8978385e-02  -9.6580300e-04  -4.8983093e-05   2.7110513e-04  -1.3986841e-04   1.1178465e-05   7.0936707e-05  -3.5064382e-04   1.0000000e-01  -3.4181017e-18  -4.0639612e-03   2.0088371e-02  -4.8966735e-05   4.6709777e-04  -7.1725080e-02   1.7817532e-03   1.6122245e-03  -3.4610243e-02  -4.8966745e-05  -3.3593154e-04  -6.2480499e-02   3.6519659e-03   1.6122185e-03   1.1395272e-02
   4.9000000e-01   6.6443475e-03  -1.5246708e-04   6.8659000e-02  -1.0235110e-03  -5.0274394e-05   2.9110166e-04  -1.5811905e-04   1.3263862e-05   7.3245112e-05  -3.7288244e-04   1.0000000e-01   3.4181017e-18  -4.1962096e-03   2.1362420e-02  -5.0255338e-05   4.9986861e-04  -7.1758668e-02   1.9469778e-03   1.5604039e-03  -3.7040772e-02  -5.0255325e-05  -3.5553217e-04  -6.1286642e-02   4.0040003e-03   1.5604113e-03   1.1965107e-02
   5.2000000e-01   7.1212341e-03  -1.7809126e-04   6.8329066e-02  -1.0692896e-03  -5.1256976e-05   3.1144763e-04  -1.7736258e-04   1.5598476e-05   7.5180028e-05  -3.9491816e-04   1.0000000e-01   0.0000000e+00  -4.3070609e-03   2.2624846e-02  -5.1235164e-05   5.3298690e-04  -7.1800149e-02   2.1058067e-03   1.4842640e-03  -3.9498555e-02  -5.1235150e-05  -3.7478536e-04  -6.0030240e-02   4.3464351e-03   1.4842710e-03   1.2507686e-02
   5.5000000e-01   7.6107085e-03  -2.0571285e-04   6.7990774e-02  -1.1014275e-03  -5.1928602e-05   3.3214268e-04  -1.9756875e-04   1.8192729e-05   7.6739573e-05  -4.1671893e-04   1.0000000e-01   6.8362034e-18  -4.3964072e-03   2.3873812e-02  -5.1903927e-05   5.6645220e-04  -7.1851219e-02   2.2561241e-03   1.3838918e-03  -4.1983990e-02  -5.1903936e-05  -3.9369153e-04  -5.8715041e-02   4.6751718e-03   1.3838876e-03   1.3022606e-02
